value,prefix,side,trial_id,instrument,subscale,item,gender,age,dominant_arm,cohort,videogame_exp,videogame_conf,exercise_conf,cue_conf,activites,measure_label
5.0,,,,sus,,9,2,20,2,1,"2,4",1,3,2,"1,4,6,8",sus_9
5.0,,,,sus,,9,2,22,1,4,"2,3",1,2,3,"4,5",sus_9
4.0,,,,sus,,9,2,20,1,2,2,2,2,2,"2,4,8",sus_9
4.0,,,,sus,,9,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_9
5.0,,,,sus,,9,2,20,1,2,2,2,2,2,"2,4,8",sus_9
5.0,,,,sus,,9,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_9
3.0,,,,sus,,9,2,20,1,4,"2,4",1,3,2,"1,2,4,8",sus_9
4.0,,,,sus,,9,2,19,1,3,2,2,3,2,"2,4",sus_9
4.0,,,,sus,,9,2,22,1,4,2,2,2,2,"2,4,6,8",sus_9
2.0,,,,sus,,9,2,18,1,1,2,2,2,2,"4,8",sus_9
4.0,,,,sus,,9,2,19,1,4,2,1,3,2,"2,6,8",sus_9
5.0,,,,sus,,9,2,21,1,2,"2,4",2,2,2,1,sus_9
5.0,,,,sus,,9,2,19,2,4,2,1,2,3,"4,5,6",sus_9
4.0,,,,sus,,9,1,20,1,3,"2,4",2,2,2,4,sus_9
5.0,,,,sus,,9,2,18,1,4,2,2,2,2,4,sus_9
5.0,,,,sus,,9,1,21,1,1,"2,4",2,3,3,"1,4",sus_9
4.0,,,,sus,,9,2,24,1,4,2,1,1,2,,sus_9
3.0,,,,sus,,9,2,19,1,2,2,1,1,2,"4,7",sus_9
3.0,,,,sus,,9,3,19,1,4,"2,3,4",2,1,2,"1,2,6,7,8",sus_9
3.0,,,,sus,,9,2,22,1,3,"2,4",1,3,3,"4,6,8",sus_9
4.0,,,,sus,,9,1,22,1,4,"2,3,4",2,3,2,"1,4",sus_9
5.0,,,,sus,,9,2,25,1,1,4,2,3,2,"1,2,4",sus_9
5.0,,,,sus,,9,2,21,1,4,2,2,2,2,"4,8",sus_9
3.0,,,,sus,,9,2,22,1,2,"2,3,4",2,3,3,"1,2,4",sus_9
4.0,,,,sus,,9,2,19,2,4,"2,3,4",2,1,3,"1,2,4,5,6,7,8",sus_9
5.0,,,,sus,,9,2,20,1,3,"2,4",1,3,2,"4,5,8",sus_9
6.0,,,,sus,,9,2,21,1,4,"2,3,4",2,2,2,"2,4,8",sus_9
5.0,,,,sus,,9,1,30,1,1,"2,3,4",3,3,3,"1,2,4,5,6,7,8",sus_9
5.0,,,,sus,,9,1,22,1,4,"2,4",3,3,3,"1,2,4,5",sus_9
4.0,,,,sus,,9,1,18,1,2,"2,4",2,2,2,2,sus_9
4.0,,,,sus,,9,2,19,1,4,"2,3,4",3,2,2,"1,4,7",sus_9
4.0,,,,sus,,9,1,19,1,3,"3,4",3,2,2,"1,4",sus_9
4.0,,,,sus,,9,1,23,1,4,"2,3,4",2,3,3,"1,2,4,5",sus_9
4.0,,,,sus,,9,2,21,2,1,"2,3,4",2,2,2,"1,4,5,8",sus_9
3.0,,,,sus,,9,1,29,1,4,3,2,2,2,"1,2,4",sus_9
3.0,,,,sus,,9,2,27,2,2,2,2,2,2,"4,8",sus_9
4.0,,,,sus,,9,2,18,1,4,"2,4",2,3,3,"4,8",sus_9
6.0,,,,sus,,9,2,24,1,3,"2,3,4",2,3,3,"1,4,5,7,8",sus_9
2.0,,,,sus,,9,2,22,1,4,"2,3,4",1,3,3,8,sus_9
5.0,,,,sus,,9,2,23,1,1,"2,3,4",1,3,3,"2,4,6",sus_9
6.0,,,,sus,,9,1,21,1,4,"2,4",2,2,2,4,sus_9
5.0,,,,sus,,9,2,22,1,2,1,1,2,3,"4,8",sus_9
5.0,,,,sus,,9,2,20,1,4,"2,4",2,3,2,"1,2,4,5,6,7,8",sus_9
4.0,,,,sus,,9,2,24,1,3,"2,3,4",1,3,2,"4,8",sus_9
3.0,,,,sus,,9,2,21,1,4,"2,3,4",3,2,3,"1,2,7",sus_9
4.0,,,,sus,,10,2,20,1,1,"2,3,4",1,2,3,"1,8",sus_10
4.0,,,,sus,,10,2,21,2,4,"2,3,4",2,2,3,"1,8",sus_10
2.0,,,,sus,,10,1,20,1,2,"2,4",2,2,2,"1,2,8",sus_10
1.0,,,,sus,,10,2,21,1,4,"2,3,4",2,2,2,"1,4",sus_10
3.0,,,,sus,,10,2,21,1,3,2,2,3,2,"4,8",sus_10
1.0,,,,sus,,10,2,21,1,4,"2,3,4",3,3,3,"1,4,5,8",sus_10
2.0,,,,sus,,10,3,21,2,1,"2,3,4",2,1,2,"1,8",sus_10
2.0,,,,sus,,10,2,19,1,4,"2,4",2,3,2,"2,4,5",sus_10
5.0,,,,sus,,10,1,20,1,2,4,2,3,2,4,sus_10
5.0,,,,sus,,10,2,23,1,3,"2,3,4",1,3,2,"1,4,8",sus_10
1.0,,,,sus,,10,2,19,1,4,2,2,3,3,"1,4,8",sus_10
2.0,,,,sus,,10,2,20,2,1,"2,4",1,3,2,"1,4,6,8",sus_10
2.0,,,,sus,,10,2,22,1,4,"2,3",1,2,3,"4,5",sus_10
1.0,,,,sus,,10,2,20,1,2,2,2,2,2,"2,4,8",sus_10
1.0,,,,sus,,10,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_10
1.0,,,,sus,,10,2,20,1,2,2,2,2,2,"2,4,8",sus_10
1.0,,,,sus,,10,2,25,1,2,"2,4",2,2,2,"2,4,6,7",sus_10
2.0,,,,sus,,10,2,20,1,4,"2,4",1,3,2,"1,2,4,8",sus_10
2.0,,,,sus,,10,2,19,1,3,2,2,3,2,"2,4",sus_10
1.0,,,,sus,,10,2,22,1,4,2,2,2,2,"2,4,6,8",sus_10
5.0,,,,sus,,10,2,18,1,1,2,2,2,2,"4,8",sus_10
2.0,,,,sus,,10,2,19,1,4,2,1,3,2,"2,6,8",sus_10
5.0,,,,sus,,10,2,21,1,2,"2,4",2,2,2,1,sus_10
1.0,,,,sus,,10,2,19,2,4,2,1,2,3,"4,5,6",sus_10
2.0,,,,sus,,10,1,20,1,3,"2,4",2,2,2,4,sus_10
2.0,,,,sus,,10,2,18,1,4,2,2,2,2,4,sus_10
1.0,,,,sus,,10,1,21,1,1,"2,4",2,3,3,"1,4",sus_10
1.0,,,,sus,,10,2,24,1,4,2,1,1,2,,sus_10
1.0,,,,sus,,10,2,19,1,2,2,1,1,2,"4,7",sus_10
2.0,,,,sus,,10,3,19,1,4,"2,3,4",2,1,2,"1,2,6,7,8",sus_10
2.0,,,,sus,,10,2,22,1,3,"2,4",1,3,3,"4,6,8",sus_10
1.0,,,,sus,,10,1,22,1,4,"2,3,4",2,3,2,"1,4",sus_10
4.0,,,,sus,,10,2,25,1,1,4,2,3,2,"1,2,4",sus_10
2.0,,,,sus,,10,2,21,1,4,2,2,2,2,"4,8",sus_10
1.0,,,,sus,,10,2,22,1,2,"2,3,4",2,3,3,"1,2,4",sus_10
2.0,,,,sus,,10,2,19,2,4,"2,3,4",2,1,3,"1,2,4,5,6,7,8",sus_10
2.0,,,,sus,,10,2,20,1,3,"2,4",1,3,2,"4,5,8",sus_10
1.0,,,,sus,,10,2,21,1,4,"2,3,4",2,2,2,"2,4,8",sus_10
3.0,,,,sus,,10,1,30,1,1,"2,3,4",3,3,3,"1,2,4,5,6,7,8",sus_10
2.0,,,,sus,,10,1,22,1,4,"2,4",3,3,3,"1,2,4,5",sus_10
1.0,,,,sus,,10,1,18,1,2,"2,4",2,2,2,2,sus_10
2.0,,,,sus,,10,2,19,1,4,"2,3,4",3,2,2,"1,4,7",sus_10
4.0,,,,sus,,10,1,19,1,3,"3,4",3,2,2,"1,4",sus_10
1.0,,,,sus,,10,1,23,1,4,"2,3,4",2,3,3,"1,2,4,5",sus_10
2.0,,,,sus,,10,2,21,2,1,"2,3,4",2,2,2,"1,4,5,8",sus_10
1.0,,,,sus,,10,1,29,1,4,3,2,2,2,"1,2,4",sus_10
2.0,,,,sus,,10,2,27,2,2,2,2,2,2,"4,8",sus_10
1.0,,,,sus,,10,2,18,1,4,"2,4",2,3,3,"4,8",sus_10
6.0,,,,sus,,10,2,24,1,3,"2,3,4",2,3,3,"1,4,5,7,8",sus_10
2.0,,,,sus,,10,2,22,1,4,"2,3,4",1,3,3,8,sus_10
1.0,,,,sus,,10,2,23,1,1,"2,3,4",1,3,3,"2,4,6",sus_10
2.0,,,,sus,,10,1,21,1,4,"2,4",2,2,2,4,sus_10
1.0,,,,sus,,10,2,22,1,2,1,1,2,3,"4,8",sus_10
2.0,,,,sus,,10,2,20,1,4,"2,4",2,3,2,"1,2,4,5,6,7,8",sus_10
1.0,,,,sus,,10,2,24,1,3,"2,3,4",1,3,2,"4,8",sus_10
4.0,,,,sus,,10,2,21,1,4,"2,3,4",3,2,3,"1,2,7",sus_10
